id,name,prefecture,city,other_address,access,tel,business_hour,hp,wifi,socket,smoking,iccard
18,マイ・スペース 西日暮里第一店,東京都,荒川区,西日暮里5-23-6ホワイトハウス2階,JR西日暮里駅東口駅前,03-3801-2230,全日：9：00-22：00,https://www.ginza-renoir.co.jp/shopsearch/shops/view/2045,TRUE,TRUE,TRUE,FALSE
19,マイ・スペース 川崎東口駅前店,神奈川県,川崎市,川崎区駅前本町11-1パシフィックマークス川崎2F,"JR川崎駅東口より徒歩2分
 
 京急川崎駅より徒歩3分",044-589-5730,全日：9：00-22：00,https://www.ginza-renoir.co.jp/shopsearch/shops/view/2020,TRUE,TRUE,TRUE,TRUE
20,マイ・スペース 巣鴨駅前店,東京都,豊島区,巣鴨1-15-1宮田ビル2階,JR巣鴨駅南口徒歩0分ロータリー左手パチンコ店2階,03-3942-9349,全日：9：00-22：00,https://www.ginza-renoir.co.jp/shopsearch/shops/view/2104,TRUE,TRUE,TRUE,FALSE
21,マイ・スペース 大久保店,東京都,新宿区,百人町1-18-8大久保角ビル2階,JR総武線大久保駅北口を左手へ大久保通り沿い、北新宿1丁目交差点の手前左手角徒歩1分,03-3368-2209,"月-金：9：00-22：00
土曜日：9：00-21：30
日祭日：9：00-21：30",https://www.ginza-renoir.co.jp/shopsearch/shops/view/2058,TRUE,TRUE,TRUE,FALSE
22,マイ・スペース 池袋パルコ横店,東京都,豊島区,東池袋1-42-8第一イン池袋ビル地下1階,JR池袋駅東口出て大通りから駅ビル「パルコ」左横の駅前「東京点心包家」角から左に入って30m,03-5957-7085,全日：9：00-22：00,https://www.ginza-renoir.co.jp/shopsearch/shops/view/2114,TRUE,TRUE,TRUE,FALSE
23,マイ・スペース 池袋西武横店,東京都,豊島区,南池袋1-16-20ぬかりやビル2階,JR池袋駅東口西武百貨店側から徒歩6分,03-5960-0056,"マイスペース 全日：8：30-22：00
ビジネスブース 全日：8：00-22：30",https://www.ginza-renoir.co.jp/shopsearch/shops/view/2002,TRUE,FALSE,TRUE,FALSE
24,マイ・スペース 中野北口店,東京都,中野区,中野5-61-2立見ビル2階,JR中野駅北口徒歩1分ロータリー右角路地入り1つ目角右折すぐ,03-3387-2982,全日：9：00-22：00,https://www.ginza-renoir.co.jp/shopsearch/shops/view/2071,TRUE,TRUE,TRUE,FALSE
25,マイ・スペース 日本橋高島屋前店,東京都,中央区,日本橋2-3-6日本土地ビル地下1階,地下鉄銀座線日本橋駅B3番出口でて左手の交差点を右折し日本橋南郵便局の前地下1階,03-3272-8048,"月-土:9:00-21:30
日祭日:9:00-20:30",https://www.ginza-renoir.co.jp/shopsearch/shops/view/2039,TRUE,TRUE,TRUE,FALSE
26,マイ・スペース 八重洲北口,東京都,中央区,八重洲１−７−４矢満登ビル３Ｆ、５Ｆ(１階Cafeルノアールニュー八重洲北口店),東京駅八重洲北口から外堀通りを渡り、八重洲北口通りに入りSMBC日興証券の並び,03-3510-7889,全日8:00-22:00,https://www.ginza-renoir.co.jp/shopsearch/shops/view/2089,TRUE,TRUE,TRUE,FALSE
27,マイ・スペース 飯田橋西口店,東京都,千代田区,富士見2-2-6今井ビル2階,JR総武線飯田橋駅西口を出て早稲田通を左へ2つ目交差点を渡り左手の2階,03-5226-6345,"月-土：9：00-22：00
日祭日：9：00-21：30",https://www.ginza-renoir.co.jp/shopsearch/shops/view/2077,TRUE,TRUE,TRUE,FALSE
