id,name,prefecture,city,other_address,access,tel,business_hour,hp,wifi,socket,smoking,iccard,lat,lng,distance,mainstore_id,created_at,updated_at
11,札幌ステラプレイス センター1階店 | スターバックス,北海道,札幌市,中央区北5条西2丁目5JRタワー「ステラプレイス」,札幌駅／南口出口 徒歩1分札幌駅／アピア地下街Ｓ−１３出口 徒歩1分札幌駅／アピア地下街Ｓ−１４出口 徒歩1分メモ：札幌JRタワー内,011-209-5305,07:00〜23:00,http://www.starbucks.co.jp/store/search/detail.php?id=451,true,true,false,false,43.0681096,141.3518038,0,1,2018-08-03 11:41:52 UTC,2018-08-03 11:41:52 UTC
12,イオン札幌桑園店 | スターバックス,北海道,札幌市,中央区北8条西14丁目28イオン札幌桑園ショッピングセンター,桑園駅／東口出口 徒歩4分桑園駅／西口出口 徒歩5分,011-204-7254,08:00〜23:00,http://www.starbucks.co.jp/store/search/detail.php?id=441,true,true,false,false,43.069414,141.3333108,0,1,2018-08-03 11:41:52 UTC,2018-08-03 11:41:52 UTC
13,札幌パルコ店 | スターバックス,北海道,札幌市,中央区南1条西3丁目3札幌パルコ,大通駅／ポールタウン２出口 徒歩2分大通駅／ポールタウン４出口 徒歩2分大通駅／ポールタウン３出口 徒歩3分メモ：・駅前大通り沿い,011-214-2300,07:30〜23:00,http://www.starbucks.co.jp/store/search/detail.php?id=846,true,true,false,false,43.058767,141.353181,0,1,2018-08-03 11:41:52 UTC,2018-08-03 11:41:52 UTC
14,札幌南一条店 | スターバックス,北海道,札幌市,中央区南1条西2丁目5南一条Ｋビル1F,大通駅／３６出口 徒歩2分大通駅／３５出口 徒歩2分大通駅／３３出口 徒歩2分メモ：丸井今井デパート一条館の前、新生銀行の隣,011-221-1216,07:30〜22:00,http://www.starbucks.co.jp/store/search/detail.php?id=373,true,true,false,false,43.0589469,141.3547749,0,1,2018-08-03 11:41:52 UTC,2018-08-03 11:41:52 UTC
15,札幌パセオ店 | スターバックス,北海道,札幌市,北区北6条西4丁目3-1パセオ,さっぽろ駅／パセオ方面口出口 徒歩2分札幌駅／１出口 徒歩2分さっぽろ駅／北口出口 徒歩2分メモ：ＪＲ札幌駅西改札みどりの窓口奥,011-213-5623,07:00〜23:00,http://www.starbucks.co.jp/store/search/detail.php?id=1003,true,true,false,false,43.0684288,141.3487029,0,1,2018-08-03 11:41:52 UTC,2018-08-03 11:41:52 UTC
16,札幌医科大学附属病院店 | スターバックス,北海道,札幌市,中央区南1条西16丁目札幌医科大学附属病院,西１８丁目駅／５出口 徒歩7分西１８丁目駅／６出口 徒歩8分西１８丁目駅／４出口 徒歩9分メモ：・札幌医科大学附属病院内,011-632-8055,"月〜金：07:00〜20:00
土日祝：08:00〜19:00",http://www.starbucks.co.jp/store/search/detail.php?id=788,true,false,false,false,43.0552113,141.3334481,0,1,2018-08-03 11:41:52 UTC,2018-08-03 11:41:52 UTC
17,北広島大曲店 | スターバックス,北海道,北広島市,大曲幸町6−1インターヴィレッジ大曲,北広島インターチェンジより 約2.3kmメモ：・羊が丘通り沿い,011-370-5315,07:00〜24:00,http://www.starbucks.co.jp/store/search/detail.php?id=855,true,true,false,false,42.969687,141.46963,0,1,2018-08-03 11:41:52 UTC,2018-08-03 11:41:52 UTC
18,札幌美園店 | スターバックス,北海道,札幌市,豊平区美園3条6丁目2-18,美園駅2番出口 徒歩9分白石駅4番出口 徒歩14分,011-820-1335,07:00〜24:00,http://www.starbucks.co.jp/store/search/detail.php?id=1051,true,true,false,false,43.040593,141.3893135,0,1,2018-08-03 11:41:52 UTC,2018-08-03 11:41:52 UTC
19,札幌西町店 | スターバックス,北海道,札幌市,西区西町南4-1-20,発寒南駅／２出口 徒歩9分発寒南駅／１出口 徒歩10分発寒南駅／１出口 徒歩10分,011-669-1175,07:00〜24:00,http://www.starbucks.co.jp/store/search/detail.php?id=1314,true,true,false,false,43.0779022,141.2904311,0,1,2018-08-03 11:41:52 UTC,2018-08-03 11:41:52 UTC
20,TSUTAYA 札幌琴似店 | スターバックス,北海道,札幌市,西区琴似4条1丁目1番1号コルテナ㈵,琴似駅西口 徒歩9分琴似駅／３出口 徒歩14分琴似駅／２出口 徒歩14分メモ：桑園発寒通り沿い、スガイコトニビル西隣の商業施設「コルテナ㈵」1F,011-633-2000,08:00〜25:00,http://www.starbucks.co.jp/store/search/detail.php?id=2007,true,true,false,false,43.0821275,141.303788,0,1,2018-08-03 11:41:52 UTC,2018-08-03 11:41:52 UTC
21,イオンモール札幌発寒店 | スターバックス,北海道,札幌市,西区発寒8条12丁目1-1イオンモール札幌発寒,宮の沢駅1番出口 徒歩11分発寒駅南口 徒歩12分,011-669-5434,09:00〜22:00,http://www.starbucks.co.jp/store/search/detail.php?id=1126,true,true,false,false,43.096168,141.27692,0,1,2018-08-03 11:41:52 UTC,2018-08-03 11:41:52 UTC
22,札幌円山店 | スターバックス,北海道,札幌市,中央区南1条西27丁目1-1マルヤマクラス,円山公園駅／６出口 徒歩3分円山公園駅／４出口 徒歩3分円山公園駅／５出口 徒歩4分メモ：・南１条通り沿い・円山公園近く,011-640-1234,07:00〜22:00,http://www.starbucks.co.jp/store/search/detail.php?id=914,true,true,false,false,43.0549553,141.3180178,0,1,2018-08-03 11:41:52 UTC,2018-08-03 11:41:52 UTC
23,すすきのイトーヨーカドー店 | スターバックス,北海道,札幌市,中央区南4条西4丁目1,すすきの駅／４出口 徒歩1分すすきの駅／５出口 徒歩2分すすきの駅／３出口 徒歩2分メモ：札幌市営地下鉄すすきの駅下車、札幌ロビンソンB2F入口すぐ,011-533-8191,07:30〜22:00,http://www.starbucks.co.jp/store/search/detail.php?id=372,true,true,false,false,43.0549911,141.3531241,0,1,2018-08-03 11:41:52 UTC,2018-08-03 11:41:52 UTC
24,札幌旭ケ丘店 | スターバックス,北海道,札幌市,中央区南8条西23丁目4-6,円山公園駅／５出口 徒歩19分,011-520-7090,07:00〜24:00,http://www.starbucks.co.jp/store/search/detail.php?id=1413,true,true,false,false,43.0467856,141.3244383,0,1,2018-08-03 11:41:52 UTC,2018-08-03 11:41:52 UTC
25,札幌宮ケ丘店 | スターバックス,北海道,札幌市,中央区宮ケ丘1-1-1,円山公園駅／１出口 徒歩7分西２８丁目駅／３出口 徒歩8分西２８丁目駅／ＥＶ口出口 徒歩8分,011-633-0020,07:00〜24:00,http://www.starbucks.co.jp/store/search/detail.php?id=1255,true,true,false,false,43.0576422,141.3130747,0,1,2018-08-03 11:41:52 UTC,2018-08-03 11:41:52 UTC
26,札幌環状通東店 | スターバックス,北海道,札幌市,東区本町2条1丁目5-1,環状通東駅／４出口 徒歩11分環状通東駅／２出口 徒歩11分環状通東駅／３出口 徒歩11分,011-789-4320,07:00〜23:00,http://www.starbucks.co.jp/store/search/detail.php?id=1251,true,true,false,false,43.0825942,141.3819286,0,1,2018-08-03 11:41:52 UTC,2018-08-03 11:41:52 UTC
27,アリオ札幌店 | スターバックス,北海道,札幌市,東区北７条東9丁目2-20アリオ札幌,苗穂駅出入口 徒歩16分メモ：さっぽろビール園となりアリオ札幌1F,011-702-6745,10:00〜22:00,http://www.starbucks.co.jp/store/search/detail.php?id=649,true,true,false,false,43.0711702,141.3702553,0,1,2018-08-03 11:41:52 UTC,2018-08-03 11:41:52 UTC
28,新千歳空港店 | スターバックス,北海道,千歳市,美々新千歳空港連絡施設3F,新千歳空港駅出入口） 徒歩7分メモ：新千歳空港駅より徒歩3分,0123-46-2235,08:00〜21:00,http://www.starbucks.co.jp/store/search/detail.php?id=1015,true,false,false,false,42.7872273,141.677567,0,1,2018-08-03 11:41:52 UTC,2018-08-03 11:41:52 UTC
29,イオンモール旭川駅前店 | スターバックス,北海道,旭川市,宮下通7-2-5,旭川駅／東口出口 徒歩5分旭川駅／西口出口 徒歩7分,0166-21-3811,08:00〜21:00,http://www.starbucks.co.jp/store/search/detail.php?id=1266,true,true,false,false,43.7639638,142.3574173,0,1,2018-08-03 11:41:52 UTC,2018-08-03 11:41:52 UTC
30,イオンモール旭川西店 | スターバックス,北海道,旭川市,緑町23丁目2161-3イオンモール旭川西,近文駅／出入口出口 徒歩15分メモ：駅下車、道央道旭川鷹栖インター方面へ,0166-59-7919,09:00〜22:00,http://www.starbucks.co.jp/store/search/detail.php?id=554,true,true,false,false,43.793938,142.326353,0,1,2018-08-03 11:41:52 UTC,2018-08-03 11:41:52 UTC
31,旭川東光店 | スターバックス,北海道,旭川市,東光13条6丁目2-6,緑ヶ丘駅徒歩50分,0166-37-4010,07:00〜24:00,http://www.starbucks.co.jp/store/search/detail.php?id=1387,true,true,false,false,43.7428268,142.4075349,0,1,2018-08-03 11:41:52 UTC,2018-08-03 11:41:52 UTC
32,旭川医科大学病院店 | スターバックス,北海道,旭川市,緑が丘東2条1丁目1-1旭川医科大学病院,メモ：旭川医科大学病院内2F 正面玄関すぐ,0166-60-6577,"月〜金：07:30〜19:30
土日祝：08:30〜19:30",http://www.starbucks.co.jp/store/search/detail.php?id=741,false,false,false,false,43.729855,142.3841412,0,1,2018-08-03 11:41:52 UTC,2018-08-03 11:41:52 UTC
33,帯広稲田店 | スターバックス,北海道,帯広市,稲田町南8線西10-7,帯広川西インターチェンジより 約5.7km,0155-49-0770,08:00〜23:00,http://www.starbucks.co.jp/store/search/detail.php?id=1281,true,true,false,false,42.8913475,143.1995848,0,1,2018-08-03 11:41:52 UTC,2018-08-03 11:41:52 UTC
34,帯広白樺通り店 | スターバックス,北海道,帯広市,西21条南3丁目1-6,芽室帯広インターチェンジより 約4.4km,0155-58-6811,07:00〜23:00,http://www.starbucks.co.jp/store/search/detail.php?id=1427,true,true,false,false,42.9173809,143.1433886,0,1,2018-08-03 11:41:52 UTC,2018-08-03 11:41:52 UTC
35,釧路鶴見橋店 | スターバックス,北海道,釧路市,昭和中央1-1-1,釧路西インターチェンジより 約4.7km,0154-55-1032,07:00〜23:00,http://www.starbucks.co.jp/store/search/detail.php?id=1549,true,true,false,false,43.0164202,144.3690139,0,1,2018-08-03 11:41:52 UTC,2018-08-03 11:41:52 UTC
36,青森中央店 | スターバックス,青森県,青森市,荒川藤戸134-2,青森中央インターチェンジより 約3.3km,017-762-2762,07:00〜24:00,http://www.starbucks.co.jp/store/search/detail.php?id=1254,true,true,false,false,40.7972102,140.7392938,0,1,2018-08-03 11:41:52 UTC,2018-08-03 11:41:52 UTC
37,八戸田向店 | スターバックス,青森県,八戸市,田向2-12-11,八戸是川インターチェンジ（下り）より 約3km,0178-71-2066,07:00〜24:00,http://www.starbucks.co.jp/store/search/detail.php?id=1099,true,true,false,false,40.4936588,141.5087331,0,1,2018-08-03 11:41:52 UTC,2018-08-03 11:41:52 UTC
38,八戸城下店 | スターバックス,青森県,八戸市,城下4-2-1,本八戸駅／北口出口 徒歩10分本八戸駅／南口出口 徒歩11分,0178-72-3255,07:00〜24:00,http://www.starbucks.co.jp/store/search/detail.php?id=1226,true,true,false,false,40.5209298,141.4895205,0,1,2018-08-03 11:41:52 UTC,2018-08-03 11:41:52 UTC
39,弘前さくら野店 | スターバックス,青森県,弘前市,高崎2-17-6さくら野百貨店,大鰐弘前インターチェンジより 約9.9km,0172-29-6851,07:00〜24:00,http://www.starbucks.co.jp/store/search/detail.php?id=1520,true,true,false,false,40.6090621,140.4962637,0,1,2018-08-03 11:41:52 UTC,2018-08-03 11:41:52 UTC
40,弘前公園前店 | スターバックス,青森県,弘前市,上白銀町1-1,中央弘前駅／出入口出口 徒歩18分,0172-39-4051,07:00〜21:00,http://www.starbucks.co.jp/store/search/detail.php?id=1302,true,true,false,false,40.6031549,140.4636779,0,1,2018-08-03 11:41:52 UTC,2018-08-03 11:41:52 UTC
41,青森ELM店 | スターバックス,青森県,五所川原市,唐笠柳517-1ELM,五所川原インターチェンジより 約2.6kmメモ：・駅前バスセンターからELMの街直行バス(立佞武多号)・ELMの街ショッピングセンター1F,0173-33-5005,10:00〜21:00,http://www.starbucks.co.jp/store/search/detail.php?id=1004,true,true,false,false,40.7987369,140.4538322,0,1,2018-08-03 11:41:52 UTC,2018-08-03 11:41:52 UTC
42,青森西バイパス店 | スターバックス,青森県,青森市,三好2-2-36,新青森駅／南口出口 徒歩19分,017-761-7781,07:00〜24:00,http://www.starbucks.co.jp/store/search/detail.php?id=1401,true,true,false,false,40.8316754,140.7030061,0,1,2018-08-03 11:41:52 UTC,2018-08-03 11:41:52 UTC
43,青森ラビナ店 | スターバックス,青森県,青森市,柳川1-2-3青森駅ビル・ラビナ,青森駅正面口 徒歩2分,017-721-5066,08:00〜21:00,http://www.starbucks.co.jp/store/search/detail.php?id=1131,true,true,false,false,40.8279508,140.7342151,0,1,2018-08-03 11:41:52 UTC,2018-08-03 11:41:52 UTC
44,イオンモール下田店 | スターバックス,青森県,上北郡,おいらせ町中野平40-1イオンモール下田,下田百石インターチェンジより 約1km,0178-50-3256,09:00〜21:00,http://www.starbucks.co.jp/store/search/detail.php?id=1459,true,true,false,false,40.6020431,141.4182131,0,1,2018-08-03 11:41:52 UTC,2018-08-03 11:41:52 UTC
45,盛岡菜園店 | スターバックス,岩手県,盛岡市,菜園1-11-11ホテルロイヤル盛岡,盛岡駅／公共地下道出入口出口 徒歩13分盛岡駅／東口出口 徒歩14分メモ：川徳の斜め前,019-606-0130,07:30〜21:00,http://www.starbucks.co.jp/store/search/detail.php?id=401,true,true,false,false,39.7015389,141.146854,0,1,2018-08-03 11:41:52 UTC,2018-08-03 11:41:52 UTC
46,盛岡フェザン店 | スターバックス,岩手県,盛岡市,盛岡駅前通1-44フェザン本館2FH,盛岡駅／公共地下道出入口出口 徒歩3分盛岡駅／東口出口 徒歩4分盛岡駅／西口自由通路出入口出口 徒歩6分,019-653-1337,10:00〜20:30,http://www.starbucks.co.jp/store/search/detail.php?id=1351,true,true,false,false,39.7026439,141.1357632,0,1,2018-08-03 11:41:52 UTC,2018-08-03 11:41:52 UTC
47,イオンモール盛岡店 | スターバックス,岩手県,盛岡市,前潟4−7−1,盛岡インターチェンジより 約1.7kmメモ：盛岡駅より国道46号線を秋田方面に、盛岡インターチェンジをおりてすぐ。,019-605-2746,09:00〜21:00,http://www.starbucks.co.jp/store/search/detail.php?id=516,true,true,false,false,39.7115615,141.0986664,0,1,2018-08-03 11:41:52 UTC,2018-08-03 11:41:52 UTC
48,盛岡西バイパス店 | スターバックス,岩手県,盛岡市,北飯岡4-12-20,盛岡南インターチェンジより 約3.6km,019-614-0257,07:00〜24:00,http://www.starbucks.co.jp/store/search/detail.php?id=1162,true,true,false,false,39.6682647,141.1342645,0,1,2018-08-03 11:41:52 UTC,2018-08-03 11:41:52 UTC
49,イオンモール盛岡南店 | スターバックス,岩手県,盛岡市,本宮7-1-1イオンモール盛岡南,盛岡南インターチェンジより 約4.9kmメモ：・国道４６号線 盛岡西バイパス沿い,019-631-3108,09:00〜22:00,http://www.starbucks.co.jp/store/search/detail.php?id=707,true,true,false,false,39.6833349,141.1279861,0,1,2018-08-03 11:41:52 UTC,2018-08-03 11:41:52 UTC
50,一関店 | スターバックス,岩手県,一関市,山目泥田55-1,一関インターチェンジより 約0.8km,0191-33-1277,07:00〜24:00,http://www.starbucks.co.jp/store/search/detail.php?id=1452,true,true,false,false,38.9375201,141.1147014,0,1,2018-08-03 11:41:52 UTC,2018-08-03 11:41:52 UTC
51,奥州水沢店 | スターバックス,岩手県,奥州市,水沢佐倉河羽黒田57-2,水沢駅／東口出口 徒歩21分,0197-51-0222,07:00〜23:00,http://www.starbucks.co.jp/store/search/detail.php?id=1579,true,false,false,false,39.1468037,141.1554923,0,1,2018-08-03 11:41:52 UTC,2018-08-03 11:41:52 UTC
52,北上店 | スターバックス,岩手県,北上市,北鬼柳18地割96-2,柳原駅／出入口出口 徒歩19分,0197-65-6716,07:00〜24:00,http://www.starbucks.co.jp/store/search/detail.php?id=1451,true,true,false,false,39.2937887,141.100078,0,1,2018-08-03 11:41:52 UTC,2018-08-03 11:41:52 UTC
53,エスパル仙台本館店 | スターバックス,宮城県,仙台市,青葉区中央1-1-1エスパル仙台本館,"仙台駅／南５出口 徒歩2分
仙台駅／西口１出口 徒歩2分
仙台駅／西口９出口 徒歩2分
メモ：S-PAL1F、郵便局横。",022-711-1351,07:30〜22:00,http://www.starbucks.co.jp/store/search/detail.php?id=174,true,true,false,false,38.2593241,140.8820192,0,1,2018-08-03 11:41:52 UTC,2018-08-03 11:41:52 UTC
54,仙台クリスロード店 | スターバックス,宮城県,仙台市,青葉区中央2-5-3第二やまふくビル,あおば通駅／ＥＶ口出口 徒歩3分あおば通駅／１出口 徒歩4分仙台駅／北６出口 徒歩4分,022-265-6610,"月〜木：07:30〜22:00
金：07:30〜22:30
土：08:00〜22:30
日祝：08:00〜22:00",http://www.starbucks.co.jp/store/search/detail.php?id=245,true,true,false,false,38.2616531,140.876901,0,1,2018-08-03 11:41:53 UTC,2018-08-03 11:41:53 UTC
55,ホテルグランテラス 仙台国分町店 | スターバックス,宮城県,仙台市,青葉区国分町2-2-2ホテルグランテラス仙台国分町1F,広瀬通駅／西５出口 徒歩6分広瀬通駅／西６出口 徒歩6分広瀬通駅／西４出口 徒歩6分メモ：ホテルリッチフィールド仙台1F,022-712-5272,"月〜木：07:30〜22:00
金：07:30〜24:00
土：08:00〜24:00
日祝：08:00〜22:00",http://www.starbucks.co.jp/store/search/detail.php?id=215,true,true,false,false,38.2623358,140.8698951,0,1,2018-08-03 11:41:53 UTC,2018-08-03 11:41:53 UTC
56,仙台アエル店 | スターバックス,宮城県,仙台市,青葉区中央1-3-1仙台ＡＥＲ,仙台駅／西口８出口 徒歩4分仙台駅／西口１５出口 徒歩4分仙台駅／西口７出口 徒歩4分メモ：JR仙台駅の西口 右手ビル2階,022-723-8039,07:30〜21:00,http://www.starbucks.co.jp/store/search/detail.php?id=374,true,true,false,false,38.2625191,140.8813762,0,1,2018-08-03 11:41:53 UTC,2018-08-03 11:41:53 UTC
57,仙台パルコ店 | スターバックス,宮城県,仙台市,青葉区中央1-2-3仙台パルコ,仙台駅／西口１５出口 徒歩2分仙台駅／西口８出口 徒歩2分仙台駅／北８出口 徒歩3分,022-774-8201,08:00〜21:00,http://www.starbucks.co.jp/store/search/detail.php?id=868,true,true,false,false,38.2619966,140.8816366,0,1,2018-08-03 11:41:53 UTC,2018-08-03 11:41:53 UTC
58,エスパル仙台東館店 | スターバックス,宮城県,仙台市,青葉区中央1-1-1エスパル仙台東館4階,仙台駅／東口出口 徒歩1分仙台駅／西口２出口 徒歩3分仙台駅／西口１０出口 徒歩3分,022-791-0311,07:30〜22:00,http://www.starbucks.co.jp/store/search/detail.php?id=1356,true,true,false,false,38.2593673,140.8831452,0,1,2018-08-03 11:41:53 UTC,2018-08-03 11:41:53 UTC
59,仙台フォーラス店 | スターバックス,宮城県,仙台市,青葉区一番町3-11-15仙台フォーラス,広瀬通駅／西４出口 徒歩3分広瀬通駅／西５出口 徒歩3分広瀬通駅／西３出口 徒歩3分メモ：・地下鉄広瀬通駅 西４出口より徒歩1分・広瀬通り沿い。,022-264-5451,08:00〜22:00,http://www.starbucks.co.jp/store/search/detail.php?id=885,true,true,false,false,38.2621908,140.8720617,0,1,2018-08-03 11:41:53 UTC,2018-08-03 11:41:53 UTC
60,仙台台原店 | スターバックス,宮城県,仙台市,青葉区台原1-8-7,北仙台駅／ＥＶ口出口 徒歩9分北仙台駅／北２出口 徒歩9分北仙台駅／北１出口 徒歩9分,022-727-5581,07:00〜24:00,http://www.starbucks.co.jp/store/search/detail.php?id=1550,true,true,false,false,38.2832939,140.8731627,0,1,2018-08-03 11:41:53 UTC,2018-08-03 11:41:53 UTC
61,イオンモール名取店 | スターバックス,宮城県,名取市,杜せきのした5-3-1,杜せきのした駅／出入口出口 徒歩7分メモ：・仙台空港線「杜せきのした駅」よりデッキで直結。・太白方面からは、県道仙台館腰線または県道仙台岩沼線から仙台空港線を経由するルートが便利です。・亘理方面・山元町方面からは、県道塩釜亘理線をご利用ください。,022-381-0817,09:00〜21:00,http://www.starbucks.co.jp/store/search/detail.php?id=739,true,true,false,false,38.1637266,140.8958161,0,1,2018-08-03 11:41:53 UTC,2018-08-03 11:41:53 UTC
62,仙台市名坂店 | スターバックス,宮城県,仙台市,泉区高玉町3-10,泉中央駅／東１出口 徒歩21分,022-771-5481,07:00〜24:00,http://www.starbucks.co.jp/store/search/detail.php?id=1205,true,true,false,false,38.3181265,140.8938417,0,1,2018-08-03 11:41:53 UTC,2018-08-03 11:41:53 UTC
63,泉中央セルバ店 | スターバックス,宮城県,仙台市,泉区泉中央1-4-1泉中央セルバ,泉中央駅／西１出口 徒歩5分泉中央駅／北１出口 徒歩5分泉中央駅／東１出口 徒歩5分,022-218-3620,"月〜土：07:30〜22:00
日祝：07:30〜21:00",http://www.starbucks.co.jp/store/search/detail.php?id=391,true,true,false,false,38.3235835,140.8822142,0,1,2018-08-03 11:41:53 UTC,2018-08-03 11:41:53 UTC
64,仙台泉パークタウン タピオ店 | スターバックス,宮城県,仙台市,泉区寺岡6-5-1泉パークタウンタピオ,泉インターチェンジより 約4.9kmメモ：・泉パークタウン タピオ南館2F・泉中央駅より宮城交通バス「寺岡一丁目」下車・東北自動車道 泉ＩＣより約4.5ｋｍ・東北自動車道 泉PAｽﾏｰﾄｲﾝﾀｰより約2.5ｋｍ,022-342-7961,10:00〜22:00,http://www.starbucks.co.jp/store/search/detail.php?id=871,true,true,false,false,38.3426675,140.836208,0,1,2018-08-03 11:41:53 UTC,2018-08-03 11:41:53 UTC
65,イオンモール富谷店 | スターバックス,宮城県,富谷市,大清水1-33-1イオンモール富谷,富谷ジャンクションより 約2.1kmメモ：泉中央駅より宮城交通バス乗車、バス停「鷹の森団地」下車,022-779-0861,09:00〜21:00,http://www.starbucks.co.jp/store/search/detail.php?id=490,true,false,false,false,38.36523,140.875161,0,1,2018-08-03 11:41:53 UTC,2018-08-03 11:41:53 UTC
66,ザ・モール仙台長町 Ｐａｒｔ２店 | スターバックス,宮城県,仙台市,太白区長町7-20-3ザ・モール仙台長町Part2,長町南駅／東１出口 徒歩4分長町南駅／ＥＶ口出口 徒歩4分長町南駅／西２出口 徒歩7分メモ：ザ・モール仙台長町パート2の1F,022-304-3552,10:00〜21:00,http://www.starbucks.co.jp/store/search/detail.php?id=444,true,true,false,false,38.2270452,140.8770489,0,1,2018-08-03 11:41:53 UTC,2018-08-03 11:41:53 UTC
67,ザ・モール仙台長町本館店 | スターバックス,宮城県,仙台市,太白区長町7-20-3ザ・モール仙台長町本館3階,長町南駅／ＥＶ口出口 徒歩2分長町南駅／東１出口 徒歩3分長町南駅／西３出口 徒歩3分,022-304-2361,10:00〜21:00,http://www.starbucks.co.jp/store/search/detail.php?id=1557,true,true,false,false,38.2258989,140.8771764,0,1,2018-08-03 11:41:53 UTC,2018-08-03 11:41:53 UTC
68,仙台大野田店 | スターバックス,宮城県,仙台市,太白区大野田4-2-1,富沢駅／北１出口 徒歩14分,022-746-8835,07:00〜24:00,http://www.starbucks.co.jp/store/search/detail.php?id=1122,true,true,false,false,38.2140987,140.877179,0,1,2018-08-03 11:41:53 UTC,2018-08-03 11:41:53 UTC
69,TSUTAYA 東仙台店 | スターバックス,宮城県,仙台市,宮城野区東仙台4-14-1TSUTAYAヤマト屋書店東仙台店,東仙台駅出入口 徒歩21分メモ：・フｫレオせんだい宮の杜のTSUTAYA1F・宮城野図書館近く・仙台駅より仙台市営バス鶴ヶ谷・南光台行バスで「ガス局前」下車、徒歩3分。,022-297-2022,09:00〜23:00,http://www.starbucks.co.jp/store/search/detail.php?id=2031,true,true,false,false,38.2760764,140.9083956,0,1,2018-08-03 11:41:53 UTC,2018-08-03 11:41:53 UTC
