id,name,prefecture,city,other_address,access,tel,business_hour,hp,wifi,socket,smoking,iccard
22,エクセルシオール カフェ バリスタ 五反田ＴＯＣ店,東京都,品川区,西五反田７‐２２‐１７ＴＯＣビル１Ｆ,大崎広小路駅徒歩4分以上,03-3490-6201,"平日:07:00 - 21:00
土曜日:07:00 - 21:00
日祝:07:00 - 21:00",http://sasp.mapion.co.jp/b/doutor/info/05000161/,TRUE,TRUE,TRUE,FALSE
23,エクセルシオール カフェ バリスタ 渋谷マークシティ店,東京都,渋谷区,道玄坂１‐１２‐５渋谷マークシティウエスト４Ｆ,神泉駅徒歩6分以上,03-5428-5460,"平日:07:00 - 23:00
土曜日:07:00 - 23:00
日祝:07:00 - 23:00",http://sasp.mapion.co.jp/b/doutor/info/05000021/,TRUE,TRUE,TRUE,FALSE
24,エクセルシオール カフェ バリスタ 渋谷公園通り店,東京都,渋谷区,神南１‐２０‐１２遠山ビル１Ｆ・２Ｆ,渋谷駅徒歩8分以上,03-5728-7667,"平日:08:00 - 22:30
土曜日:08:00 - 23:00
日祝:08:00 - 22:00",http://sasp.mapion.co.jp/b/doutor/info/05000040/,TRUE,TRUE,TRUE,FALSE
25,エクセルシオール カフェ バリスタ 渋谷道玄坂店,東京都,渋谷区,道玄坂２‐６‐１岩崎ビル,渋谷駅徒歩5分以上,03-5428-3638,"平日:06:00 - 24:00
土曜日:06:00 - 24:00
日祝:06:00 - 24:00",http://sasp.mapion.co.jp/b/doutor/info/05000017/,TRUE,TRUE,TRUE,FALSE
26,エクセルシオール カフェ バリスタ 心斎橋店,大阪府,大阪市,中央区心斎橋筋２‐３‐２３,なんば駅徒歩5分以上,06-6214-5440,"平日:09:00 - 22:30
土曜日:09:00 - 23:00
日祝:09:00 - 22:30",http://sasp.mapion.co.jp/b/doutor/info/05000097/,TRUE,TRUE,TRUE,FALSE
27,エクセルシオール カフェ バリスタ 新宿三丁目店,東京都,新宿区,新宿３-２８-１５,新宿三丁目駅徒歩2分以上,03-5269-2340,"平日:08:00 - 23:00
土曜日:08:00 - 23:00
日祝:08:00 - 23:00",http://sasp.mapion.co.jp/b/doutor/info/05000011/,TRUE,TRUE,TRUE,FALSE
28,エクセルシオール カフェ バリスタ 新宿損保ジャパンビル店,東京都,新宿区,西新宿１‐２６新宿損保ジャパンビル１Ｆ,新宿西口駅徒歩3分以上,03-5909-0848,"平日:07:00 - 22:00
土曜日:07:00 - 21:00
日祝:08:00 - 20:00",http://sasp.mapion.co.jp/b/doutor/info/05000135/,TRUE,TRUE,TRUE,FALSE
29,エクセルシオール カフェ バリスタ 水戸エクセル店,茨城県,水戸市,宮町１‐１‐１水戸エクセルビル２Ｆ,水戸駅徒歩1分以上,029-233-7036,"平日:06:45 - 22:00
土曜日:07:00 - 22:00
日祝:07:00 - 21:00",http://sasp.mapion.co.jp/b/doutor/info/05000148/,TRUE,TRUE,TRUE,FALSE
30,エクセルシオール カフェ バリスタ 成田空港第２ターミナルビル店,千葉県,成田市,古込字古込１‐１成田空港第２旅客ターミナルビル本館３Ｆ,空港第２ビル駅徒歩3分以内,0476-34-6868,"平日:07:00 - 21:00
土曜日:07:00 - 21:00
日祝:07:00 - 21:00",http://sasp.mapion.co.jp/b/doutor/info/05000159/,FALSE,FALSE,FALSE,FALSE
31,エクセルシオール カフェ バリスタ 千駄ヶ谷駅前店,東京都,渋谷区,千駄ヶ谷１‐３５‐１４,千駄ヶ谷駅徒歩1分以上,03-5411-5477,"平日:07:00 - 22:30
土曜日:07:30 - 22:30
日祝:07:30 - 21:00",http://sasp.mapion.co.jp/b/doutor/info/05000188/,TRUE,TRUE,TRUE,FALSE
32,エクセルシオール カフェ バリスタ 相模大野ステーションスクエア店,神奈川県,相模原市,南区相模大野３-８-１相模大野ステーションスクエア４Ｆ,相模大野駅徒歩3分以内,042-767-1251,"平日:10:00 - 21:00
土曜日:10:00 - 21:00
日祝:10:00 - 21:00",http://sasp.mapion.co.jp/b/doutor/info/05000250/,TRUE,TRUE,TRUE,FALSE
33,エクセルシオール カフェ バリスタ 中野サンモール店,東京都,中野区,中野５‐５６‐７,新井薬師前駅徒歩14分以上,03-5318-2476,"平日:06:30 - 22:30
土曜日:07:00 - 22:30
日祝:07:00 - 22:30",http://sasp.mapion.co.jp/b/doutor/info/05000034/,TRUE,TRUE,TRUE,FALSE
34,エクセルシオール カフェ バリスタ 東京汐留ビルディング店,東京都,港区,東新橋１‐９‐１東京汐留ビルディング２Ｆ２０２,汐留駅徒歩3分以内,03-5568-1865,"平日:07:00 - 21:00
土曜日:08:00 - 21:00
日祝:08:00 - 21:00",http://sasp.mapion.co.jp/b/doutor/info/05000147/,TRUE,TRUE,TRUE,FALSE
35,エクセルシオール カフェ バリスタ 八重洲一丁目店,東京都,中央区,八重洲１‐４‐２２モリタニビル１Ｆ,三越前駅徒歩7分以上,03-3548-0988,"平日:06:45 - 23:00
土曜日:07:00 - 20:00
日祝:07:00 - 20:00",http://sasp.mapion.co.jp/b/doutor/info/05000255/,TRUE,TRUE,TRUE,FALSE
36,エクセルシオール カフェ バリスタ 浜松町ハマサイト店,東京都,港区,海岸１‐２‐２０汐留ビルディングハマサイトグルメ２Ｆ,モノレール浜松町駅徒歩4分以上,03-3431-2311,"平日:07:30 - 22:00
土曜日:09:00 - 20:00
日祝:09:00 - 20:00",http://sasp.mapion.co.jp/b/doutor/info/05000212/,TRUE,TRUE,TRUE,FALSE
37,エクセルシオール カフェ バリスタ 府中ル・シーニュ店,東京都,府中市,宮町１-１００府中ル・シーニュ１Ｆ,府中競馬正門前駅徒歩8分以上,042-362-5002,"平日:07:00 - 22:00
土曜日:08:00 - 22:00
日祝:08:00 - 22:00",http://sasp.mapion.co.jp/b/doutor/info/05000261/,TRUE,TRUE,TRUE,FALSE
38,エクセルシオール カフェ バリスタ 本厚木駅店,神奈川県,厚木市,泉町１‐１小田急厚木ホテル１Ｆ,本厚木駅徒歩3分以内,046-220-0006,"平日:06:30 - 23:00
土曜日:07:00 - 23:00
日祝:07:00 - 22:00",http://sasp.mapion.co.jp/b/doutor/info/05000070/,TRUE,TRUE,TRUE,FALSE
39,エクセルシオール カフェ ホテルザ・ビー赤坂見附店,東京都,港区,赤坂３‐２１ホテルザ・ビー赤坂見附１Ｆ,赤坂見附駅徒歩1分以上,03-3568-1668,"平日:06:45 - 23:00
土曜日:06:45 - 23:00
日祝:06:45 - 21:00",http://sasp.mapion.co.jp/b/doutor/info/05000101/,TRUE,TRUE,TRUE,FALSE
40,エクセルシオール カフェ ホテルメッツ武蔵境店,東京都,武蔵野市,境南町２‐１‐８ホテルメッツ武蔵境,武蔵境駅徒歩2分以上,0422-39-7430,"平日:06:30 - 22:30
土曜日:06:30 - 22:30
日祝:06:30 - 22:30",http://sasp.mapion.co.jp/b/doutor/info/05000057/,TRUE,TRUE,TRUE,FALSE
41,エクセルシオール カフェ ミューザ川崎店,神奈川県,川崎市,幸区大宮町１３１０ミューザ川崎１４３,川崎駅徒歩2分以上,044-555-8447,"平日:07:00 - 22:30
土曜日:07:00 - 22:30
日祝:08:00 - 21:00",http://sasp.mapion.co.jp/b/doutor/info/05000125/,TRUE,TRUE,TRUE,FALSE
42,エクセルシオール カフェ ららぽーと磐田店,静岡県,磐田市,高見丘１２００ららぽーと磐田１Ｆ,磐田駅徒歩64分以上,0538-38-5192,"平日:10:00 - 21:00
土曜日:10:00 - 21:00
日祝:10:00 - 21:00",http://sasp.mapion.co.jp/b/doutor/info/05000235/,TRUE,FALSE,FALSE,FALSE
43,エクセルシオール カフェ 永田町店,東京都,千代田区,平河町２‐７‐１塩崎ビル１Ｆ,永田町駅徒歩3分以上,03-3265-5130,"平日:06:45 - 22:30
土曜日:08:00 - 20:30
日祝:08:00 - 20:30",http://sasp.mapion.co.jp/b/doutor/info/05000164/,TRUE,TRUE,TRUE,FALSE
44,エクセルシオール カフェ 横浜トーヨー街店,神奈川県,横浜市,西区北幸１‐１‐８横浜東洋ビルＢ１Ｆ,横浜駅徒歩3分以内,045-323-6686,"平日:07:00 - 22:00
土曜日:08:00 - 22:00
日祝:08:00 - 21:00",http://sasp.mapion.co.jp/b/doutor/info/05000108/,TRUE,FALSE,FALSE,FALSE
45,エクセルシオール カフェ 会津中央病院店,福島県,会津若松市,鶴賀町１‐１会津中央病院Ｗ２棟Ｂ１Ｆ,会津若松駅徒歩28分以上,0242-24-0961,"平日:07:00 - 19:00
土曜日:08:00 - 18:00
日祝:08:00 - 18:00",http://sasp.mapion.co.jp/b/doutor/info/05000233/,TRUE,FALSE,FALSE,FALSE
46,エクセルシオール カフェ 鎌倉東口店,神奈川県,鎌倉市,小町１‐４‐１２,鎌倉駅徒歩2分以上,0467-25-0377,"平日:07:00 - 21:00
土曜日:08:00 - 21:00
日祝:08:00 - 21:00",http://sasp.mapion.co.jp/b/doutor/info/05000240/,TRUE,FALSE,TRUE,FALSE
47,エクセルシオール カフェ 関内マリナード店,神奈川県,横浜市,中区港町５‐２４‐１関内マリナード地下街Ｂ１Ｆ,関内駅徒歩2分以上,045-227-8815,"平日:07:30 - 21:00
土曜日:08:00 - 21:00
日祝:08:00 - 21:00",http://sasp.mapion.co.jp/b/doutor/info/05000126/,TRUE,FALSE,FALSE,FALSE
48,エクセルシオール カフェ 亀戸店,東京都,江東区,亀戸５‐１‐２ＦＲＥＮＴＥ１Ｆ,亀戸駅徒歩3分以内,03-5836-3800,"平日:07:00 - 22:30
土曜日:07:00 - 22:30
日祝:07:00 - 22:30",http://sasp.mapion.co.jp/b/doutor/info/05000109/,TRUE,FALSE,FALSE,FALSE
49,エクセルシオール カフェ 吉祥寺サンロード店,東京都,武蔵野市,吉祥寺本町１‐１５‐４ムサシノビル,吉祥寺駅徒歩3分以上,0422-28-6680,"平日:07:00 - 23:00
土曜日:07:00 - 23:00
日祝:07:00 - 23:00",http://sasp.mapion.co.jp/b/doutor/info/05000066/,TRUE,TRUE,TRUE,FALSE
50,エクセルシオール カフェ 九段下店,東京都,千代田区,九段北１‐１１‐４新光ビル１Ｆ,九段下駅徒歩3分以内,03-5275-6185,"平日:06:45 - 22:30
土曜日:07:00 - 21:00
日祝:07:00 - 21:00",http://sasp.mapion.co.jp/b/doutor/info/05000056/,TRUE,TRUE,TRUE,FALSE
51,エクセルシオール カフェ 郡山桑野店,福島県,郡山市,山市下亀田１６‐１６,郡山駅徒歩53分以上,024-939-1133,"平日:09:00 - 22:00
土曜日:09:00 - 22:00
日祝:09:00 - 22:00",http://sasp.mapion.co.jp/b/doutor/info/05000179/,TRUE,FALSE,FALSE,FALSE
52,エクセルシオール カフェ 経堂店,東京都,世田谷区,経堂２‐１,経堂駅徒歩1分以上,03-5451-7930,"平日:06:30 - 21:30
土曜日:07:00 - 21:30
日祝:07:00 - 21:30",http://sasp.mapion.co.jp/b/doutor/info/05000132/,FALSE,FALSE,TRUE,FALSE
53,エクセルシオール カフェ 五反田東口店,東京都,品川区,東五反田１-１３-１０さくらビル１Ｆ・２Ｆ,五反田駅徒歩4分以上,03-5793-3810,"平日:06:30 - 23:00
土曜日:07:00 - 23:00
日祝:07:00 - 22:00",http://sasp.mapion.co.jp/b/doutor/info/05000015/,TRUE,TRUE,TRUE,FALSE
54,エクセルシオール カフェ 御成門駅前店,東京都,港区,西新橋３‐２４‐８山内ビル１Ｆ,御成門駅徒歩3分以内,03-5777-5449,"平日:06:45 - 22:30
土曜日:07:00 - 20:00
日祝:08:00 - 20:00",http://sasp.mapion.co.jp/b/doutor/info/05000077/,TRUE,TRUE,TRUE,FALSE
55,エクセルシオール カフェ 江坂広芝店,大阪府,吹田市,広芝町１０‐３５江坂南口第２ビル１Ｆ,江坂駅徒歩1分以上,06-6385-0171,"平日:07:00 - 21:00
土曜日:07:30 - 20:00
日祝:07:30 - 20:00",http://sasp.mapion.co.jp/b/doutor/info/05000220/,TRUE,TRUE,TRUE,FALSE
56,エクセルシオール カフェ 麹町３丁目店,東京都,千代田区,麹町３‐２麹町共同ビル１Ｆ,麹町駅徒歩1分以上,03-5226-2362,"平日:07:00 - 22:00
土曜日:08:00 - 21:00
日祝:08:00 - 20:00",http://sasp.mapion.co.jp/b/doutor/info/05000211/,TRUE,FALSE,FALSE,FALSE
57,エクセルシオール カフェ 麹町店,東京都,千代田区,麹町４‐１西脇ビル１Ｆ,麹町駅徒歩1分以上,03-3263-2025,"平日:06:45 - 22:00
土曜日:07:00 - 22:00
日祝:08:00 - 21:00",http://sasp.mapion.co.jp/b/doutor/info/05000102/,TRUE,TRUE,TRUE,FALSE
58,エクセルシオール カフェ 国立駅前店,東京都,国立市,中１‐８‐４５三井住友銀行国立支店,国立駅徒歩3分以内,042-580-4172,"平日:07:00 - 22:30
土曜日:07:00 - 22:30
日祝:07:00 - 22:00",http://sasp.mapion.co.jp/b/doutor/info/05000111/,TRUE,TRUE,TRUE,FALSE
59,エクセルシオール カフェ 堺筋本町店,大阪府,大阪市,中央区久太郎町２‐１‐２５ＪＴＢビル,堺筋本町駅徒歩3分以内,06-6263-5236,"平日:07:30 - 21:30
土曜日:08:00 - 19:00
日祝:08:00 - 19:00",http://sasp.mapion.co.jp/b/doutor/info/05000170/,TRUE,TRUE,TRUE,FALSE
60,エクセルシオール カフェ 笹塚店,東京都,渋谷区,笹塚１‐５６‐１８京王クラウン街笹塚,笹塚駅徒歩3分以内,03-5333-7385,"平日:07:00 - 22:00
土曜日:07:00 - 22:00
日祝:08:00 - 21:00",http://sasp.mapion.co.jp/b/doutor/info/05000082/,TRUE,FALSE,TRUE,FALSE
61,エクセルシオール カフェ 三宮センター街店,兵庫県,神戸市,中央区三宮町１-５-２０,三宮・花時計前駅徒歩2分以上,078-391-8270,"平日:07:30 - 22:00
土曜日:08:00 - 22:00
日祝:08:00 - 22:00",http://sasp.mapion.co.jp/b/doutor/info/05000265/,FALSE,TRUE,TRUE,FALSE
62,エクセルシオール カフェ 三田店,東京都,港区,芝５‐３１‐５ＧＡＴＯ三田ビル１Ｆ,三田駅徒歩1分以上,03-5730-2810,"平日:06:45 - 23:00
土曜日:07:00 - 22:00
日祝:07:00 - 21:00",http://sasp.mapion.co.jp/b/doutor/info/05000044/,TRUE,TRUE,TRUE,FALSE
63,エクセルシオール カフェ 山王パークタワー店,東京都,千代田区,永田町２‐１１‐１山王パークタワー１Ｆ,溜池山王駅徒歩2分以上,03-3503-5550,"平日:07:00 - 22:00
土曜日:-
日祝:-",http://sasp.mapion.co.jp/b/doutor/info/05000169/,TRUE,TRUE,TRUE,FALSE
64,エクセルシオール カフェ 四条烏丸店,京都,府京都市,下京区四条通東洞院西入長刀鉾町３１ビヨンドビル１Ｆ,烏丸駅徒歩2分以上,075-212-1785,"平日:07:30 - 22:00
土曜日:07:30 - 22:00
日祝:07:30 - 22:00",http://sasp.mapion.co.jp/b/doutor/info/05000215/,TRUE,FALSE,FALSE,FALSE
65,エクセルシオール カフェ 四条河原町店,京都,府京都市,中京区河原町通四条上ル米屋町３９１河原町ニュートーキョービル１Ｆ,河原町駅徒歩3分以内,075-254-6235,"平日:07:30 - 22:30
土曜日:07:30 - 23:00
日祝:07:30 - 22:00",http://sasp.mapion.co.jp/b/doutor/info/05000051/,TRUE,FALSE,FALSE,FALSE
66,エクセルシオール カフェ 市ヶ谷駅前店,東京都,千代田区,五番町３‐１五番町グランドビル１Ｆ,半蔵門駅徒歩7分以上,03-3556-0590,"平日:06:30 - 23:00
土曜日:07:00 - 21:00
日祝:07:00 - 21:00",http://sasp.mapion.co.jp/b/doutor/info/05000048/,TRUE,TRUE,TRUE,FALSE
67,エクセルシオール カフェ 自由が丘マリクレール通り店,東京都,目黒区,自由が丘１‐９‐２ｆａｓｔｌｕｃｋ自由が丘２１１Ｆ・２Ｆ,自由が丘駅徒歩1分以上,03-3723-8685,"平日:07:00 - 23:00
土曜日:07:00 - 23:00
日祝:07:00 - 23:00",http://sasp.mapion.co.jp/b/doutor/info/05000193/,TRUE,TRUE,TRUE,FALSE
68,エクセルシオール カフェ 自由が丘駅前店,東京都,目黒区,自由が丘２‐１１‐１ジェイフェイスクリヤマビル１Ｆ・２Ｆ,自由が丘駅徒歩3分以内,03-5726-2576,"平日:06:30 - 23:20
土曜日:07:00 - 23:20
日祝:07:00 - 23:20",http://sasp.mapion.co.jp/b/doutor/info/05000050/,TRUE,TRUE,TRUE,FALSE
69,エクセルシオール カフェ 秋葉原ダイビル店,東京都,千代田区,外神田１‐１８,秋葉原駅徒歩4分以上,03-5294-7110,"平日:07:30 - 21:00
土曜日:08:00 - 21:00
日祝:08:00 - 21:00",http://sasp.mapion.co.jp/b/doutor/info/05000150/,TRUE,FALSE,FALSE,FALSE
70,エクセルシオール カフェ 秋葉原中央通り店,東京都,千代田区,外神田３‐１５‐１秋葉プレイス１Ｆ,末広町駅徒歩2分以上,03-5296-8232,"平日:07:00 - 22:00
土曜日:07:30 - 21:30
日祝:08:00 - 21:30",http://sasp.mapion.co.jp/b/doutor/info/05000142/,TRUE,TRUE,TRUE,FALSE
71,エクセルシオール カフェ 渋谷宇田川町店,東京都,渋谷区,宇田川町２５‐１江島屋ビル１Ｆ,渋谷駅徒歩6分以上,03-5428-1550,"平日:07:30 - 23:00
土曜日:08:00 - 23:00
日祝:08:00 - 23:00",http://sasp.mapion.co.jp/b/doutor/info/05000023/,TRUE,FALSE,FALSE,FALSE
72,エクセルシオール カフェ 渋谷宮益坂店,東京都,渋谷区,渋谷１‐１４‐８宮益ＳＫビル１Ｆ・２Ｆ,渋谷駅徒歩3分以上,03-3498-1158,"平日:07:00 - 23:00
土曜日:07:00 - 23:00
日祝:07:00 - 23:00",http://sasp.mapion.co.jp/b/doutor/info/05000201/,TRUE,TRUE,TRUE,FALSE
73,エクセルシオール カフェ 渋谷桜丘店,東京都,渋谷区,桜丘町２‐９第１カスヤビル１Ｆ,渋谷駅徒歩2分以上,03-3462-9271,"平日:07:30 - 22:30
土曜日:08:00 - 22:30
日祝:08:00 - 21:00",http://sasp.mapion.co.jp/b/doutor/info/05000094/,TRUE,FALSE,FALSE,FALSE
74,エクセルシオール カフェ 新お茶の水店,東京都,千代田区,神田駿河台４-３新お茶の水ビルディングサンクレールＢ１Ｆ,新御茶ノ水駅徒歩2分以上,03-3291-1231,"平日:07:00 - 22:30
土曜日:07:00 - 22:00
日祝:07:00 - 21:00",http://sasp.mapion.co.jp/b/doutor/info/05000137/,TRUE,TRUE,TRUE,FALSE
75,エクセルシオール カフェ 新橋２丁目店,東京都,港区,新橋２‐５‐１ＥＸＣＥＬ新橋１Ｆ・２Ｆ,汐留駅徒歩5分以上,03-3593-6565,"平日:07:00 - 22:00
土曜日:08:00 - 21:00
日祝:08:00 - 21:00",http://sasp.mapion.co.jp/b/doutor/info/05000191/,TRUE,TRUE,TRUE,FALSE
76,エクセルシオール カフェ 新宿アイランド店,東京都,新宿区,西新宿６‐５‐１新宿アイランドタワー１Ｆ,西新宿駅徒歩1分以上,03-5339-9201,"平日:07:00 - 22:00
土曜日:08:00 - 21:00
日祝:08:00 - 21:00",http://sasp.mapion.co.jp/b/doutor/info/05000110/,TRUE,TRUE,TRUE,FALSE
77,エクセルシオール カフェ 新宿パークタワー店,東京都,新宿区,西新宿３‐７‐１新宿パークタワーＢ１Ｆ郵便私書箱８１０７,都庁前駅徒歩8分以上,03-5323-3936,"平日:07:00 - 22:00
土曜日:07:30 - 20:00
日祝:08:00 - 20:00",http://sasp.mapion.co.jp/b/doutor/info/05000008/,TRUE,TRUE,TRUE,FALSE
