id,name,prefecture,city,other_address,access,tel,business_hour,hp,wifi,socket,smoking,iccard
10,ドトールコーヒーショップ 神保町３丁目店,東京都,千代田区,神田神保町３‐２,九段下駅徒歩4分以上,03-3262-2758,"平日:07:30 - 19:30
土曜日:08:00 - 18:00
日祝:-",http://sasp.mapion.co.jp/b/doutor/info/01010078/,TRUE,FALSE,FALSE,TRUE
11,ドトールコーヒーショップ 新橋銀座口店,東京都,港区,新橋１-８-４丸忠ビル１Ｆ,新橋駅徒歩3分以内,03-3571-6562,"平日:06:30 - 22:00備考:平日のみ21:30ラストオーダー土曜日:07:00 - 20:00
日祝:07:00 - 19:00",http://sasp.mapion.co.jp/b/doutor/info/01010081/,TRUE,FALSE,TRUE,TRUE
12,ドトールコーヒーショップ 日本橋本町店,東京都,中央区,日本橋本町２‐３‐１５,新橋駅徒歩3分以内,03-3243-1005,"平日:07:00 - 19:30備考:ラストオーダー19：00
土曜日:10:30 - 18:30備考:ラストオーダー18：00
日祝:-",http://sasp.mapion.co.jp/b/doutor/info/01010083/,TRUE,FALSE,TRUE,TRUE
13,ドトールコーヒーショップ 四谷３丁目店,東京都,新宿区,四谷３‐９,四谷三丁目駅徒歩1分以上,03-3351-5223,"平日:07:00 - 20:00
土曜日:07:30 - 19:00
日祝:08:30 - 19:00",http://sasp.mapion.co.jp/b/doutor/info/01010084/,TRUE,FALSE,TRUE,TRUE
14,ドトールコーヒーショップ 京成立石店,東京都,葛飾区,立石４‐２５‐８近江ビル,京成立石駅徒歩1分以上,03-3696-8694,"平日:07:30 - 21:00
土曜日:07:30 - 21:00
日祝:07:30 - 21:00",http://sasp.mapion.co.jp/b/doutor/info/01010089/,TRUE,FALSE,TRUE,TRUE
15,ドトールコーヒーショップ 錦糸町店,東京都,墨田区,江東橋４‐２７‐１４楽天地ビル１Ｆ,錦糸町駅徒歩2分以上,03-3633-2629,"平日:07:00 - 22:00
土曜日:07:00 - 22:00
日祝:08:00 - 22:00",http://sasp.mapion.co.jp/b/doutor/info/01010091/,TRUE,FALSE,TRUE,TRUE
16,ドトールコーヒーショップ 神谷町店,東京都,港区,虎ノ門４‐１‐１０青木ビル１Ｆ,神谷町駅徒歩2分以上,03-3432-0567,"平日:07:00 - 20:00
土曜日:08:00 - 16:00
日祝:-",http://sasp.mapion.co.jp/b/doutor/info/01010093/,FALSE,FALSE,TRUE,TRUE
17,ドトールコーヒーショップ 横浜ジョイナス店,神奈川県,横浜市,西区南幸１‐４‐Ｂ１号,横浜駅徒歩2分以上,045-316-3316,"平日:07:00 - 22:00
土曜日:07:00 - 22:00
日祝:07:00 - 22:00",http://sasp.mapion.co.jp/b/doutor/info/01010094/,TRUE,FALSE,TRUE,TRUE
18,ドトールコーヒーショップ 大森店,東京都,大田区,大森北１‐５‐５,大森駅徒歩1分以上,03-3767-8928,"平日:07:00 - 21:00
土曜日:07:00 - 21:00
日祝:07:00 - 21:00",http://sasp.mapion.co.jp/b/doutor/info/01010096/,FALSE,FALSE,TRUE,TRUE
19,ドトールコーヒーショップ 長後店,神奈川県,藤沢市,下土棚５０９‐１３小田急ＯＸ内,長後駅徒歩3分以内,0466-45-7992,"平日:07:00 - 21:00
土曜日:07:00 - 20:00
日祝:07:00 - 20:00",http://sasp.mapion.co.jp/b/doutor/info/01010103/,TRUE,TRUE,TRUE,TRUE
20,ドトールコーヒーショップ 関内桜通り店,神奈川県,横浜市,中区真砂町３‐２８,関内駅徒歩3分以内,045-662-7214,"平日:07:00 - 21:00
土曜日:07:30 - 21:00
日祝:09:00 - 19:00",http://sasp.mapion.co.jp/b/doutor/info/01010104/,TRUE,FALSE,FALSE,TRUE
21,ドトールコーヒーショップ 人形町３丁目店,東京都,中央区,日本橋人形町３‐３‐１０日本橋ＴＥＣビル,小伝馬町駅徒歩7分以上,03-3668-8322,"平日:06:45 - 18:15土曜日:-
日祝:-",http://sasp.mapion.co.jp/b/doutor/info/01010110/,TRUE,FALSE,FALSE,TRUE
22,ドトールコーヒーショップ 石川町店,神奈川県,横浜市,中区石川町１‐３,石川町駅徒歩2分以上,045-662-2370,"平日:07:00 - 22:00
土曜日:07:00 - 22:00
日祝:07:00 - 22:00",http://sasp.mapion.co.jp/b/doutor/info/01010115/,TRUE,TRUE,TRUE,TRUE
23,ドトールコーヒーショップ 御徒町南口店,東京都,台東区,上野５‐２０‐６,御徒町駅徒歩1分以上,03-3836-2808,"平日:07:30 - 21:00
土曜日:07:30 - 21:00
日祝:08:00 - 20:00",http://sasp.mapion.co.jp/b/doutor/info/01010120/,FALSE,FALSE,TRUE,TRUE
24,ドトールコーヒーショップ 新宿サブナード店,東京都,新宿区,歌舞伎町１丁目サブナード地下街１丁目,新宿駅徒歩2分以上,03-3354-6028,"平日:07:30 - 22:30
土曜日:08:30 - 22:30
日祝:08:30 - 22:30",http://sasp.mapion.co.jp/b/doutor/info/01010122/,TRUE,FALSE,TRUE,TRUE
25,ドトールコーヒーショップ 岩本町２丁目店,東京都,千代田区,岩本町２‐８井桁ビル１Ｆ,岩本町駅徒歩4分以上,03-3865-4154,"平日:07:00 - 19:00
土曜日:-
日祝:-",http://sasp.mapion.co.jp/b/doutor/info/01010126/,TRUE,TRUE,TRUE,TRUE
26,ドトールコーヒーショップ 川崎銀柳街店,神奈川県,川崎市,川崎区駅前本町４‐１３,川崎駅徒歩4分以上,044-244-8737,"平日:07:30 - 22:00備考:ラストオーダー21:30
土曜日:07:30 - 22:00備考:ラストオーダー21:30
日祝:07:30 - 22:00備考:ラストオーダー21:30",http://sasp.mapion.co.jp/b/doutor/info/01010127/,TRUE,TRUE,TRUE,TRUE
27,ドトールコーヒーショップ 東中野店,東京都,中野区,東中野３‐８‐２,東中野駅徒歩3分以上,03-3360-7415,"平日:07:30 - 21:00
土曜日:07:30 - 21:00
日祝:08:00 - 20:30",http://sasp.mapion.co.jp/b/doutor/info/01010159/,TRUE,FALSE,FALSE,TRUE
28,ドトールコーヒーショップ 新川永代通り店,東京都,中央区,新川１‐２‐１０新川武蔵屋ビル１Ｆ,茅場町駅徒歩3分以上,03-3297-2785,"平日:07:00 - 20:00
土曜日:07:30 - 16:30
日祝:-",http://sasp.mapion.co.jp/b/doutor/info/01010161/,TRUE,FALSE,TRUE,TRUE
29,ドトールコーヒーショップ 三田３丁目店,東京都,港区,三田３‐４‐１１,三田駅徒歩4分以上,03-3453-8254,"平日:07:20 - 20:00備考:ラストオーダー19:30
土曜日:08:00 - 18:30備考:ラストオーダー18:00
日祝:08:00 - 18:30備考:ラストオーダー18:00",http://sasp.mapion.co.jp/b/doutor/info/01010163/,TRUE,FALSE,TRUE,TRUE
30,ドトールコーヒーショップ 川越店,埼玉県,川越市,脇田町６‐５沼田ビル,川越駅徒歩3分以上,049-224-4472,"平日:07:30 - 21:30
土曜日:07:30 - 21:30
日祝:08:00 - 21:30",http://sasp.mapion.co.jp/b/doutor/info/01010168/,TRUE,FALSE,FALSE,TRUE
31,ドトールコーヒーショップ 東武浅草北口店,東京都,台東区,花川戸１‐１０‐２,浅草駅徒歩1分以上,03-3842-8112,"平日:06:00 - 17:00
土曜日:06:00 - 17:00
日祝:06:00 - 17:00備考:日曜日は定休日となります。",http://sasp.mapion.co.jp/b/doutor/info/01010169/,FALSE,FALSE,FALSE,TRUE
32,ドトールコーヒーショップ 銀座４丁目店,東京都,中央区,銀座４‐１１‐６銀座島倉ビル,東銀座駅徒歩1分以上,03-3543-8922,"平日:06:45 - 21:20
土曜日:07:00 - 20:00
日祝:07:30 - 19:00",http://sasp.mapion.co.jp/b/doutor/info/01010171/,TRUE,FALSE,TRUE,TRUE
33,ドトールコーヒーショップ 新川１丁目店,東京都,中央区,新川１‐４‐１１,茅場町駅徒歩3分以上,03-3551-2660,"平日:07:00 - 19:00
土曜日:07:00 - 14:00
日祝:-",http://sasp.mapion.co.jp/b/doutor/info/01010185/,TRUE,FALSE,FALSE,TRUE
34,ドトールコーヒーショップ 小伝馬町店,東京都,中央区,日本橋小伝馬町１５‐１６,小伝馬町駅徒歩3分以上,03-3664-0656,"平日:07:00 - 18:00
土曜日:07:00 - 16:00
日祝:-",http://sasp.mapion.co.jp/b/doutor/info/01010192/,TRUE,FALSE,TRUE,TRUE
35,ドトールコーヒーショップ 神田松永町店,東京都,千代田区,神田松永町１８‐１ビオレ秋葉原１Ｆ,秋葉原駅徒歩2分以上,03-3253-1420,"平日:07:00 - 20:00
土曜日:10:30 - 19:00
日祝:10:30 - 19:00",http://sasp.mapion.co.jp/b/doutor/info/01010198/,TRUE,FALSE,TRUE,TRUE
36,ドトールコーヒーショップ 赤坂２丁目店,東京都,港区,赤坂２‐１１‐１５,溜池山王駅徒歩2分以上,03-3583-7383,"平日:07:00 - 21:00
土曜日:07:00 - 17:00
日祝:-",http://sasp.mapion.co.jp/b/doutor/info/01010204/,TRUE,TRUE,TRUE,TRUE
37,ドトールコーヒーショップ 豊田店,東京都,日野市,多摩平１‐２‐１,豊田駅徒歩1分以上,042-584-0769,"平日:07:00 - 21:00
土曜日:07:00 - 21:00
日祝:07:00 - 21:00",http://sasp.mapion.co.jp/b/doutor/info/01010230/,TRUE,FALSE,TRUE,TRUE
38,ドトールコーヒーショップ 中目黒店,東京都,目黒区,上目黒３‐３‐２,中目黒駅徒歩3分以内,03-3713-4269,"平日:07:00 - 22:00
土曜日:07:30 - 21:00
日祝:08:00 - 20:00",http://sasp.mapion.co.jp/b/doutor/info/01010242/,TRUE,TRUE,TRUE,TRUE
39,ドトールコーヒーショップ 調布北口店,東京都,調布市,小島町１‐１２‐７小笠原ビル１Ｆ,調布駅徒歩3分以上,042-480-9888,"平日:07:30 - 21:00
土曜日:07:30 - 21:00
日祝:08:00 - 21:00",http://sasp.mapion.co.jp/b/doutor/info/01010251/,TRUE,FALSE,TRUE,TRUE
40,ドトールコーヒーショップ 恵比寿東店,東京都,渋谷区,東３‐２５‐５グランドメゾン恵比寿東,恵比寿駅徒歩2分以上,03-3446-2845,"平日:06:00 - 20:00
土曜日:06:30 - 20:00
日祝:07:00 - 19:00",http://sasp.mapion.co.jp/b/doutor/info/01010261/,TRUE,FALSE,FALSE,TRUE
41,ドトールコーヒーショップ 東池袋１丁目店,東京都,豊島区,東池袋１‐１７‐３ウェルシャン池袋１Ｆ,池袋駅徒歩5分以上,03-3590-7687,"平日:07:30 - 21:00
土曜日:07:30 - 21:00
日祝:08:00 - 20:00",http://sasp.mapion.co.jp/b/doutor/info/01010267/,TRUE,FALSE,FALSE,TRUE
42,ドトールコーヒーショップ 外神田１丁目店,東京都,千代田区,外神田１‐６‐６,御茶ノ水駅徒歩5分以上,03-3251-3803,"平日:07:00 - 20:00
土曜日:08:00 - 20:00
日祝:08:30 - 20:00",http://sasp.mapion.co.jp/b/doutor/info/01010269/,TRUE,TRUE,TRUE,TRUE
43,ドトールコーヒーショップ 新杉田店,神奈川県,横浜市,磯子区新杉田町３‐６,杉田駅徒歩3分以上,045-774-2325,"平日:07:00 - 21:00
土曜日:07:00 - 21:00
日祝:08:00 - 20:00",http://sasp.mapion.co.jp/b/doutor/info/01010270/,TRUE,FALSE,TRUE,TRUE
44,ドトールコーヒーショップ 日立店,茨城県,日立市,幸町１‐１５‐４,日立駅徒歩4分以上,0294-22-2733,"平日:07:00 - 21:00
土曜日:08:00 - 21:00
日祝:08:00 - 21:00",http://sasp.mapion.co.jp/b/doutor/info/01010283/,TRUE,FALSE,TRUE,TRUE
45,ドトールコーヒーショップ 大手町ファーストスクエア店,東京都,千代田区,大手町１‐５‐１大手町ファーストスクエアビルＢ１Ｆ,大手町駅徒歩2分以上,03-3217-0830,"平日:06:45 - 20:30
土曜日:-
日祝:-",http://sasp.mapion.co.jp/b/doutor/info/01010293/,TRUE,TRUE,FALSE,TRUE
46,ドトールコーヒーショップ 代々木店,東京都,渋谷区,代々木１‐３６‐７代々木駅前ビル１Ｆ,代々木駅徒歩3分以内,03-3370-5520,"平日:07:00 - 22:00
土曜日:07:00 - 22:00
日祝:08:00 - 21:00",http://sasp.mapion.co.jp/b/doutor/info/01010294/,TRUE,FALSE,TRUE,TRUE
47,ドトールコーヒーショップ 日本橋小舟町店,東京都,中央区,日本橋小舟町１１‐８,小伝馬町駅徒歩4分以上,03-5695-1680,"平日:07:30 - 17:30
土曜日:-
日祝:-",http://sasp.mapion.co.jp/b/doutor/info/01010295/,TRUE,FALSE,FALSE,TRUE
48,ドトールコーヒーショップ 仙台泉中央店,宮城県,仙台市,泉区泉中央１‐５‐１アリオ仙台泉店内,泉中央駅徒歩3分以上,022-374-8606,"平日:10:00 - 21:00
土曜日:10:00 - 21:00
日祝:10:00 - 21:00",http://sasp.mapion.co.jp/b/doutor/info/01010312/,TRUE,TRUE,TRUE,TRUE
49,ドトールコーヒーショップ 大船ルミネウィング店,神奈川県,鎌倉市,大船１‐４‐１,大船駅徒歩5分以上,0467-46-4444,"平日:07:00 - 21:30
土曜日:07:00 - 21:30
日祝:07:30 - 21:30",http://sasp.mapion.co.jp/b/doutor/info/01010316/,TRUE,FALSE,TRUE,TRUE
50,ドトールコーヒーショップ 曙橋店,東京都,新宿区,住吉町７‐１福松ビル１Ｆ,曙橋駅徒歩3分以内,03-3355-1565,"平日:07:00 - 20:00
土曜日:07:00 - 19:00
日祝:-",http://sasp.mapion.co.jp/b/doutor/info/01010319/,TRUE,FALSE,TRUE,TRUE
51,ドトールコーヒーショップ 渋谷３丁目北店,東京都,渋谷区,渋谷３‐６‐２エクラート渋谷ビル,渋谷駅徒歩2分以上,03-3406-4038,"平日:07:00 - 21:00
土曜日:07:30 - 19:00
日祝:08:00 - 19:00",http://sasp.mapion.co.jp/b/doutor/info/01010321/,TRUE,FALSE,FALSE,TRUE
52,ドトールコーヒーショップ 神田淡路町店,東京都,千代田区,神田須田町１‐２‐１カルフール神田,淡路町駅徒歩3分以内,03-5294-0908,"平日:07:00 - 21:00
土曜日:07:30 - 19:00
日祝:08:00 - 19:00",http://sasp.mapion.co.jp/b/doutor/info/01010322/,TRUE,FALSE,TRUE,TRUE
53,ドトールコーヒーショップ ひばりヶ丘南口店,東京都,西東京市,住吉町３‐９‐８,ひばりヶ丘駅徒歩3分以内,042-422-3191,"平日:07:30 - 21:00
土曜日:07:30 - 21:00
日祝:07:30 - 21:00",http://sasp.mapion.co.jp/b/doutor/info/01010327/,FALSE,FALSE,TRUE,TRUE
54,ドトールコーヒーショップ 蒲田東口店,東京都,大田区,蒲田５‐１１‐１０,蒲田駅徒歩3分以上,03-3733-5588,"平日:06:30 - 22:00備考:金曜日6：30〜23：00、閉店時間の30分前がラストオーダー
土曜日:07:00 - 22:00備考:閉店時間の30分前がラストオーダー
日祝:07:00 - 21:30備考:閉店時間の30分前がラストオーダー",http://sasp.mapion.co.jp/b/doutor/info/01010332/,FALSE,FALSE,FALSE,TRUE
55,ドトールコーヒーショップ 港南台店,神奈川県,横浜市,港南区港南台４‐１‐１寺田ショッピングセンター（テスコ）,港南台駅徒歩1分以上,045-834-1683,"平日:07:30 - 21:20備考:ラストオーダー21:00
土曜日:07:30 - 21:20備考:ラストオーダー21:00
日祝:08:00 - 21:20備考:ラストオーダー21:00",http://sasp.mapion.co.jp/b/doutor/info/01010336/,TRUE,FALSE,FALSE,TRUE
56,ドトールコーヒーショップ 鶴見西口店,神奈川県,横浜市,鶴見区豊岡町２‐３‐１０３Ｆｕｇａ３内,鶴見駅徒歩3分以内,045-583-4157,"平日:07:30 - 20:00
土曜日:07:30 - 20:00
日祝:07:30 - 20:00",http://sasp.mapion.co.jp/b/doutor/info/01010337/,TRUE,FALSE,FALSE,TRUE
57,ドトールコーヒーショップ 浦安南口店,千葉県,浦安市,北栄１‐１３‐２５西友浦安店パート２館１Ｆ,浦安駅徒歩1分以上,047-381-4365,"平日:07:00 - 22:00
土曜日:07:30 - 22:00
日祝:07:30 - 22:00",http://sasp.mapion.co.jp/b/doutor/info/01010346/,FALSE,FALSE,TRUE,TRUE
58,ドトールコーヒーショップ 浜松町１丁目店,東京都,港区,浜松町１‐２９‐９ＦＡ小林ビル,大門駅徒歩3分以内,03-3435-0797,"平日:07:00 - 21:00
土曜日:07:30 - 20:00
日祝:08:30 - 19:00",http://sasp.mapion.co.jp/b/doutor/info/01010349/,FALSE,FALSE,TRUE,TRUE
59,ドトールコーヒーショップ 本八幡南口店,千葉県,市川市,川市南八幡４-１-１３ＤＡＩＫＩＣＨＩビル,京成八幡駅徒歩4分以上,047-379-8674,"平日:07:00 - 22:00
土曜日:07:00 - 22:00
日祝:07:00 - 21:30",http://sasp.mapion.co.jp/b/doutor/info/01010350/,FALSE,FALSE,TRUE,TRUE
60,ドトールコーヒーショップ 武蔵小山店,東京都,品川区,小山３‐２２‐１７,武蔵小山駅徒歩2分以上,03-3781-1937,"平日:07:15 - 21:00
土曜日:07:15 - 21:00
日祝:07:15 - 21:00",http://sasp.mapion.co.jp/b/doutor/info/01010362/,TRUE,TRUE,TRUE,TRUE
61,ドトールコーヒーショップ 沖縄イオン那覇店,沖縄県,那覇市,金城５‐１０‐２,小禄駅徒歩1分以上,098-852-1122,"平日:09:00 - 22:00
土曜日:09:00 - 22:00
日祝:09:00 - 22:00",http://sasp.mapion.co.jp/b/doutor/info/01010364/,TRUE,FALSE,FALSE,TRUE
62,ドトールコーヒーショップ 田町センタービル店,東京都,港区,芝５‐３４‐７田町センタービル,田町駅徒歩3分以内,03-3451-7779,"平日:07:10 - 20:00
土曜日:07:30 - 19:00
日祝:-",http://sasp.mapion.co.jp/b/doutor/info/01010368/,TRUE,FALSE,FALSE,TRUE
63,ドトールコーヒーショップ みなとみらい三菱重工ビル店,神奈川県,横浜市,西区みなとみらい３‐３‐１,みなとみらい駅徒歩4分以上,045-225-0926,"平日:08:00 - 18:00
土曜日:11:00 - 18:00
日祝:11:00 - 18:00",http://sasp.mapion.co.jp/b/doutor/info/01010385/,TRUE,FALSE,FALSE,TRUE
64,ドトールコーヒーショップ 成城学園北口店,東京都,世田谷区,成城６‐９‐１五和ビル１Ｆ,成城学園前駅徒歩3分以内,03-3789-7711,"平日:07:00 - 21:00
土曜日:07:00 - 21:00
日祝:07:00 - 21:00",http://sasp.mapion.co.jp/b/doutor/info/01010387/,TRUE,FALSE,FALSE,TRUE
65,ドトールコーヒーショップ 東武朝霞台店,埼玉県,朝霞市,浜崎９３３東武東上線朝霞台駅構内,朝霞台駅徒歩3分以内,048-473-5513,"平日:07:00 - 21:00
土曜日:07:00 - 21:00
日祝:07:00 - 21:00",http://sasp.mapion.co.jp/b/doutor/info/01010391/,FALSE,FALSE,FALSE,TRUE
66,ドトールコーヒーショップ 尾山台店,東京都,世田谷区,尾山台３‐３４‐８,尾山台駅徒歩3分以内,03-5706-6501,"平日:07:30 - 21:00
土曜日:07:30 - 21:00
日祝:07:30 - 21:00",http://sasp.mapion.co.jp/b/doutor/info/01010392/,TRUE,FALSE,TRUE,TRUE
67,ドトールコーヒーショップ 盛岡大通り２丁目店,岩手県,盛岡市,大通２‐６‐１２,盛岡駅徒歩12分以上,019-623-0843,"平日:07:30 - 22:00
土曜日:08:00 - 22:00
日祝:08:00 - 20:00",http://sasp.mapion.co.jp/b/doutor/info/01010394/,TRUE,FALSE,TRUE,TRUE
68,ドトールコーヒーショップ 築地聖路加通り店,東京都,中央区,築地３-７-１ＴＳＵＫＩＪＩＧＲＡＮＤＥ,築地駅徒歩2分以上,03-3544-1352,"平日:06:45 - 21:30
土曜日:07:30 - 20:00
日祝:08:00 - 19:00",http://sasp.mapion.co.jp/b/doutor/info/01010403/,TRUE,FALSE,TRUE,TRUE
69,ドトールコーヒーショップ 仙台一番町３丁目店,宮城県,仙台市,青葉区一番町３‐１０‐２５一番街ビル,広瀬通駅徒歩5分以上,022-211-7691,"平日:06:45 - 21:00
土曜日:07:30 - 21:00
日祝:08:00 - 21:00",http://sasp.mapion.co.jp/b/doutor/info/01010409/,TRUE,TRUE,TRUE,TRUE
70,ドトールコーヒーショップ 相鉄大和店,神奈川県,大和市,中央２‐１‐１相鉄大和駅構内,大和駅徒歩3分以内,046-264-8852,"平日:07:00 - 21:00
土曜日:07:00 - 21:00
日祝:07:00 - 21:00",http://sasp.mapion.co.jp/b/doutor/info/01010411/,FALSE,FALSE,FALSE,TRUE
71,ドトールコーヒーショップ 市ヶ谷駅前店,東京都,千代田区,九段南４‐８‐２７重盛ビル,市ヶ谷駅徒歩2分以上,03-3238-7631,"平日:07:00 - 20:00
土曜日:08:00 - 20:00
日祝:08:00 - 18:00",http://sasp.mapion.co.jp/b/doutor/info/01010412/,TRUE,FALSE,TRUE,TRUE
72,ドトールコーヒーショップ 学芸大学店,東京都,目黒区,鷹番２‐１６‐１８,学芸大学駅徒歩2分以上,03-3715-2993,"平日:07:00 - 21:00
土曜日:07:00 - 21:00
日祝:08:00 - 21:00",http://sasp.mapion.co.jp/b/doutor/info/01010418/,FALSE,TRUE,TRUE,TRUE
73,ドトールコーヒーショップ 台東４丁目店,東京都,台東区,台東４‐２８‐８跡部ビル１Ｆ,新御徒町駅徒歩2分以上,03-3835-0527,"平日:07:00 - 20:00
土曜日:07:20 - 19:00
日祝:08:00 - 18:00",http://sasp.mapion.co.jp/b/doutor/info/01010420/,TRUE,FALSE,TRUE,TRUE
74,ドトールコーヒーショップ 西池袋１丁目メトロポリタン通り店,東京都,豊島区,西池袋１‐９‐１１カーサ池袋１Ｆ,池袋駅徒歩4分以上,03-5396-8255,"平日:06:30 - 21:30備考:金曜日6:30-22：30
土曜日:06:30 - 21:30
日祝:06:30 - 20:30",http://sasp.mapion.co.jp/b/doutor/info/01010422/,FALSE,FALSE,TRUE,TRUE
75,ドトールコーヒーショップ 新宿アイランド店,東京都,新宿区,西新宿６‐４‐１新宿アイランドアトリウム１Ｆ,西新宿駅徒歩3分以内,03-5323-4309,"平日:07:00 - 20:00
土曜日:08:00 - 18:00
日祝:08:00 - 17:00",http://sasp.mapion.co.jp/b/doutor/info/01010427/,TRUE,FALSE,TRUE,TRUE
76,ドトールコーヒーショップ 吉祥寺元町通り店,東京都,武蔵野市,吉祥寺本町１‐８‐１０元町八番館ビル,吉祥寺駅徒歩4分以上,0422-22-8257,"平日:07:00 - 22:00
土曜日:07:30 - 22:00
日祝:07:30 - 22:00",http://sasp.mapion.co.jp/b/doutor/info/01010434/,TRUE,FALSE,TRUE,TRUE
77,ドトールコーヒーショップ 原宿竹下口店,東京都,渋谷区,神宮前１‐１７‐１ルポンテビル１Ｆ,原宿駅徒歩3分以内,03-3470-3395,"平日:07:30 - 22:00
土曜日:07:30 - 22:00
日祝:07:30 - 21:00",http://sasp.mapion.co.jp/b/doutor/info/01010435/,FALSE,FALSE,FALSE,TRUE
78,ドトールコーヒーショップ サンライズ蒲田店,東京都,大田区,西蒲田７‐６２‐４,蒲田駅徒歩2分以上,03-3733-8599,"平日:07:30 - 21:00
土曜日:07:30 - 21:00
日祝:07:30 - 21:00",http://sasp.mapion.co.jp/b/doutor/info/01010436/,TRUE,FALSE,FALSE,TRUE
79,ドトールコーヒーショップ 田原町駅前店,東京都,台東区,西浅草１‐１‐１６カーサ田原町,田原町駅徒歩3分以内,03-3841-0943,"平日:07:15 - 21:00
土曜日:08:00 - 20:30
日祝:08:00 - 20:30",http://sasp.mapion.co.jp/b/doutor/info/01010438/,TRUE,FALSE,TRUE,TRUE
80,ドトールコーヒーショップ 青森下田店,青森県,上北郡,おいらせ町中野平４０-１イオンモール下田２Ｆ,下田駅徒歩21分以上,0178-50-3241,"平日:09:00 - 21:00
土曜日:09:00 - 21:00
日祝:09:00 - 21:00",http://sasp.mapion.co.jp/b/doutor/info/01010441/,TRUE,FALSE,FALSE,TRUE
81,ドトールコーヒーショップ 日暮里駅前店,東京都,荒川区,西日暮里２‐１９‐７東忠ビル１Ｆ,日暮里駅徒歩1分以上,03-3801-7429,"平日:07:00 - 21:00
土曜日:07:30 - 21:00
日祝:08:00 - 21:00",http://sasp.mapion.co.jp/b/doutor/info/01010447/,TRUE,FALSE,TRUE,TRUE
82,ドトールコーヒーショップ 原宿店,東京都,渋谷区,神宮前１‐１３‐１８第２大英ビル,明治神宮前駅徒歩3分以内,03-3478-0323,"平日:07:00 - 22:00
土曜日:07:00 - 22:00
日祝:07:00 - 21:00",http://sasp.mapion.co.jp/b/doutor/info/01010451/,TRUE,TRUE,TRUE,TRUE
