id,name,prefecture,city,other_address,access,tel,business_hour,hp,wifi,socket,smoking,iccard
12,カフェ コロラド 行田市店,埼玉県,行田市,忍１‐２１‐３,行田市駅徒歩4分以上,048-553-3721,"平日:09:00 - 20:00
土曜日:09:00 - 20:00
日祝:09:00 - 20:00",http://sasp.mapion.co.jp/b/doutor/info/07000272/,TRUE,FALSE,FALSE,FALSE
13,カフェ コロラド 高崎大沢町店,群馬県,高崎市,大沢町上萩原１９６‐１,新前橋駅徒歩42分以上,027-353-1026,"平日:09:00 - 19:00
土曜日:09:00 - 19:00
日祝:09:00 - 19:00",http://sasp.mapion.co.jp/b/doutor/info/07000244/,TRUE,FALSE,FALSE,FALSE
14,カフェ コロラド 国分寺店,東京都,国分寺市,南町３‐１５‐９,国分寺駅徒歩4分以上,042-325-3871,"平日:09:30 - 19:30
土曜日:10:00 - 20:00
日祝:10:00 - 19:00",http://sasp.mapion.co.jp/b/doutor/info/07010021/,TRUE,FALSE,FALSE,FALSE
15,カフェ コロラド 三ノ輪店,東京都,荒川区,南千住１‐１３‐２１,三ノ輪橋駅徒歩3分以内,03-3805-0197,"平日:07:30 - 19:00
土曜日:07:30 - 19:00
日祝:07:30 - 19:00",http://sasp.mapion.co.jp/b/doutor/info/07000337/,TRUE,FALSE,FALSE,FALSE
16,カフェ コロラド 三軒茶屋店,東京都,世田谷区,太子堂４‐２２‐７森住ビル１Ｆ,三軒茶屋駅徒歩3分以内,03-3414-3540,"平日:07:30 - 22:30
土曜日:07:30 - 22:30
日祝:07:30 - 22:30",http://sasp.mapion.co.jp/b/doutor/info/07000324/,TRUE,FALSE,FALSE,FALSE
17,カフェ コロラド 四日市店,三重県,四日市,市鵜の森１‐４‐１６,近鉄四日市駅徒歩5分以上,0593-52-7940,"平日:08:00 - 21:30
土曜日:08:00 - 21:30
日祝:08:00 - 21:30",http://sasp.mapion.co.jp/b/doutor/info/07000277/,TRUE,FALSE,FALSE,FALSE
18,カフェ コロラド 市川宮久保店,千葉県,市川市,川市宮久保１‐１３‐３,本八幡駅徒歩20分以上,047-372-9897,"平日:09:00 - 22:00
土曜日:-日祝:09
日祝:09:00 - 22:00",http://sasp.mapion.co.jp/b/doutor/info/07000052/,TRUE,FALSE,FALSE,FALSE
19,カフェ コロラド 小岩南口店,東京都,江戸川区,南小岩６‐２７‐１２,小岩駅徒歩5分以上,03-3672-7265,"平日:08:00 - 22:00
土曜日:08:00 - 22:00
日祝:08:00 - 22:00",http://sasp.mapion.co.jp/b/doutor/info/07000092/,TRUE,FALSE,FALSE,FALSE
20,カフェ コロラド 小山駅前店,栃木県,小山市,中央町３‐６‐１７,小山駅徒歩4分以上,0285-23-2287,"平日:08:00 - 20:00
土曜日:08:00 - 20:00
日祝:08:00 - 20:00",http://sasp.mapion.co.jp/b/doutor/info/07000068/,TRUE,FALSE,FALSE,FALSE
21,カフェ コロラド 松陰神社店,東京都,世田谷区,若林３‐１７‐１,松陰神社前駅徒歩2分以上,03-3410-8923,"平日:08:00 - 22:00
土曜日:08:00 - 22:00
日祝:08:00 - 22:00",http://sasp.mapion.co.jp/b/doutor/info/07000353/,TRUE,FALSE,FALSE,FALSE
22,カフェ コロラド 松原団地駅前店,埼玉県,草加市,松原１‐１‐９ハーモネスプラザ,松原団地駅徒歩2分以上,048-943-1696,"平日:08:00 - 20:00
土曜日:08:00 - 20:00
日祝:08:00 - 20:00",http://sasp.mapion.co.jp/b/doutor/info/07000367/,TRUE,FALSE,FALSE,FALSE
23,カフェ コロラド 松戸五香店,千葉県,松戸市,常盤平５‐２０‐１１和幸ビル,五香駅徒歩2分以上,047-387-5310,"平日:09:00 - 21:00
土曜日:09:00 - 21:00
日祝:09:00 - 21:00",http://sasp.mapion.co.jp/b/doutor/info/07000009/,TRUE,FALSE,FALSE,FALSE
24,カフェ コロラド 鐘ヶ淵店,東京都,墨田区,墨田５‐４３‐９,鐘ヶ淵駅徒歩1分以上,03-3610-3643,"平日:08:00 - 21:00
土曜日:08:00 - 21:00
日祝:08:00 - 21:00",http://sasp.mapion.co.jp/b/doutor/info/07000226/,TRUE,FALSE,FALSE,FALSE
25,カフェ コロラド 西大島店,東京都,江東区,大島１‐３０‐９,西大島駅徒歩3分以内,03-3637-4264,"平日:08:30 - 19:00
土曜日:08:30 - 19:00
日祝:08:30 - 19:00",http://sasp.mapion.co.jp/b/doutor/info/07000205/,TRUE,FALSE,FALSE,FALSE
26,カフェ コロラド 雪ヶ谷大塚店,東京都,大田区,南雪谷２‐３‐７,雪が谷大塚駅徒歩3分以内,03-3729-5150,"平日:09:00 - 22:00
土曜日:09:00 - 22:00
日祝:09:00 - 22:00",http://sasp.mapion.co.jp/b/doutor/info/07000097/,TRUE,FALSE,FALSE,FALSE
27,カフェ コロラド 千歳船橋店,東京都,世田谷区,船橋１‐１１‐１２産興ビル,千歳船橋駅徒歩2分以上,03-3427-4340,"平日:09:30 - 20:30
土曜日:10:00 - 20:30
日祝:12:00 - 19:00",http://sasp.mapion.co.jp/b/doutor/info/07000056/,TRUE,FALSE,FALSE,FALSE
28,カフェ コロラド 川越店,埼玉県,川越市,新富町１‐９‐１２ＮＳプラザ川越３,本川越駅徒歩4分以上,049-226-6705,"平日:07:30 - 19:00
土曜日:07:30 - 19:00
日祝:07:30 - 19:00",http://sasp.mapion.co.jp/b/doutor/info/07000307/,TRUE,FALSE,FALSE,FALSE
29,カフェ コロラド 川崎大師店,神奈川県,川崎市,川崎区東門前３‐２‐１１,東門前駅徒歩4分以上,044-299-4982,"平日:09:00 - 18:30
土曜日:09:00 - 18:30
日祝:09:00 - 18:00",http://sasp.mapion.co.jp/b/doutor/info/07000094/,TRUE,FALSE,FALSE,FALSE
30,カフェ コロラド 浅草２丁目店,東京都,台東区,浅草２‐３２‐１０山崎ビル,浅草駅徒歩5分以上,03-3841-5136,"平日:08:00 - 20:00
土曜日:08:00 - 20:00
日祝:08:00 - 20:00",http://sasp.mapion.co.jp/b/doutor/info/07000191/,TRUE,FALSE,FALSE,FALSE
31,カフェ コロラド 大山店,東京都,板橋区,大山町４７‐５きくやビル２Ｆ,大山駅徒歩6分以上,03-3957-5701,"平日:08:30 - 17:00
土曜日:08:30 - 17:00
日祝:08:30 - 17:00",http://sasp.mapion.co.jp/b/doutor/info/07000334/,TRUE,FALSE,FALSE,FALSE
32,カフェ コロラド 池上店,東京都,大田区,池上６-２-２２,池上駅徒歩3分以内,03-3755-9202,"平日:08:00 - 21:00
土曜日:08:00 - 21:00
日祝:08:00 - 21:00",http://sasp.mapion.co.jp/b/doutor/info/07000368/,TRUE,FALSE,FALSE,FALSE
33,カフェ コロラド 中井駅前店,東京都,新宿区,中落合１‐２０‐１５,中井駅徒歩3分以内,03-3371-8607,"平日:08:00 - 20:00
土曜日:08:00 - 20:00
日祝:08:00 - 20:00",http://sasp.mapion.co.jp/b/doutor/info/07000250/,TRUE,FALSE,FALSE,FALSE
34,カフェ コロラド 中目黒店,東京都,目黒区,上目黒２‐１‐３中目黒ＧＴプラザ,中目黒駅徒歩3分以内,03-3715-2821,"平日:09:00 - 20:30
土曜日:10:00 - 19:30
日祝:-",http://sasp.mapion.co.jp/b/doutor/info/07000349/,TRUE,FALSE,FALSE,FALSE
35,カフェ コロラド 調布店,東京都,調布市,布田１‐１‐２上條ビル,調布駅徒歩4分以上,042-482-9455,"平日:10:00 - 18:00
土曜日:10:00 - 18:00
日祝:-",http://sasp.mapion.co.jp/b/doutor/info/07000236/,TRUE,FALSE,FALSE,FALSE
36,カフェ コロラド 鶴巻温泉店,神奈川県,秦野市,鶴巻北２‐５‐１０,鶴巻温泉駅徒歩2分以上,0463-77-3834,"平日:10:00 - 19:00
土曜日:10:00 - 19:00
日祝:10:00 - 19:00",http://sasp.mapion.co.jp/b/doutor/info/07000116/,TRUE,FALSE,FALSE,FALSE
37,カフェ コロラド 鶴見西口店,神奈川県,横浜市,鶴見区豊岡町２１‐１５,鶴見駅徒歩4分以上,045-582-4121,"平日:08:30 - 21:00
土曜日:08:30 - 21:00
日祝:09:00 - 20:00",http://sasp.mapion.co.jp/b/doutor/info/07000063/,TRUE,FALSE,FALSE,FALSE
38,カフェ コロラド 東松山店,埼玉県,東松山市,箭弓町１‐１２‐１６,東松山駅徒歩2分以上,0493-25-0035,"平日:07:30 - 20:30
土曜日:07:30 - 20:30
日祝:07:30 - 20:30",http://sasp.mapion.co.jp/b/doutor/info/07000363/,TRUE,FALSE,TRUE,FALSE
39,カフェ コロラド 藤ヶ丘店,神奈川県,横浜市,青葉区藤が丘２‐５‐２８,藤が丘駅徒歩3分以内,045-973-4447,"平日:09:00 - 21:00
土曜日:09:00 - 21:00
日祝:09:00 - 21:00",http://sasp.mapion.co.jp/b/doutor/info/07000204/,TRUE,FALSE,FALSE,FALSE
40,カフェ コロラド 藤棚店,神奈川県,横浜市,西区藤棚町１‐５３,西横浜駅徒歩8分以上,045-231-9860,"平日:09:00 - 20:00
土曜日:09:00 - 20:00
日祝:09:00 - 20:00",http://sasp.mapion.co.jp/b/doutor/info/07000356/,TRUE,FALSE,FALSE,FALSE
41,カフェ コロラド 南浦和店,埼玉県,さいたま市,南区南浦和２‐３６‐９白井ビル２Ｆ,南浦和駅徒歩2分以上,048-885-5087,"平日:08:00 - 22:30
土曜日:08:00 - 22:30
日祝:08:00 - 22:30",http://sasp.mapion.co.jp/b/doutor/info/07000145/,TRUE,FALSE,FALSE,FALSE
42,カフェ コロラド 南大塚店,東京都,豊島区,南大塚１‐４９‐２,大塚駅前駅徒歩4分以上,03-5395-6443,"平日:07:30 - 19:00
土曜日:-日祝:07
日祝:07:30 - 19:00",http://sasp.mapion.co.jp/b/doutor/info/07000142/,TRUE,FALSE,FALSE,FALSE
43,カフェ コロラド 日野店,東京都,日野市,日野本町３‐１１‐１０２Ｆ,日野駅徒歩1分以上,042-584-1958,"平日:09:00 - 21:00
土曜日:09:00 - 21:00
日祝:09:00 - 21:00",http://sasp.mapion.co.jp/b/doutor/info/07000282/,TRUE,FALSE,FALSE,FALSE
44,カフェ コロラド 入谷店,東京都,台東区,入谷１‐４‐３ライオンズマンション鴬谷,入谷駅徒歩2分以上,03-3872-0713,"平日:09:00 - 18:00
土曜日:09:00 - 18:00
日祝:09:00 - 18:00",http://sasp.mapion.co.jp/b/doutor/info/07000279/,TRUE,FALSE,FALSE,FALSE
45,カフェ コロラド 八丁堀店,東京都,中央区,八丁堀３‐２１‐３,八丁堀駅徒歩1分以上,03-3551-7519,"平日:08:00 - 21:00
土曜日:-
日祝:-",http://sasp.mapion.co.jp/b/doutor/info/07000264/,TRUE,FALSE,FALSE,FALSE
46,カフェ コロラド 府中欅通り店,東京都,府中市,寿町１‐６‐２,府中競馬正門前駅徒歩11分以上,042-368-4770,"平日:09:00 - 19:30
土曜日:09:00 - 19:30
日祝:09:00 - 19:30",http://sasp.mapion.co.jp/b/doutor/info/07000087/,TRUE,FALSE,FALSE,FALSE
47,カフェ コロラド 福井駅店,福井県,福井市,中央１‐１‐２５プリズム福井１Ｆ,福井駅前駅徒歩2分以上,0776-22-6061,"平日:07:00 - 20:00
土曜日:07:00 - 20:00
日祝:07:00 - 20:00",http://sasp.mapion.co.jp/b/doutor/info/07040001/,TRUE,FALSE,FALSE,FALSE
48,カフェ コロラド 北小金店,千葉県,松戸市,小金４４２‐１４秋山ビル３Ｆ,北小金駅徒歩3分以内,047-343-5294,"平日:09:00 - 19:00
土曜日:09:00 - 19:00
日祝:09:00 - 19:00",http://sasp.mapion.co.jp/b/doutor/info/07000299/,TRUE,FALSE,FALSE,FALSE
49,カフェ コロラド 北千住西口店,東京都,足立区,千住中居町１８‐１１,北千住駅徒歩5分以上,03-3881-6331,"平日:08:00 - 22:00
土曜日:08:00 - 22:00
日祝:08:00 - 22:00",http://sasp.mapion.co.jp/b/doutor/info/07000080/,TRUE,FALSE,FALSE,FALSE
50,カフェ コロラド 堀切菖蒲園店,東京都,葛飾区,堀切３‐３‐３,堀切菖蒲園駅徒歩1分以上,03-3695-1961,"平日:07:30 - 19:30
土曜日:07:30 - 19:30
日祝:09:00 - 19:30",http://sasp.mapion.co.jp/b/doutor/info/07000058/,TRUE,FALSE,FALSE,FALSE
51,カフェ コロラド 幕張ベイタウン店,千葉県,千葉市,美浜区打瀬２‐４パティオス１番街,海浜幕張駅徒歩10分以上,043-211-0379,"平日:08:00 - 21:00
土曜日:08:00 - 21:00
日祝:08:00 - 21:00",http://sasp.mapion.co.jp/b/doutor/info/07000360/,TRUE,FALSE,FALSE,FALSE
